-2997.782 -2997.782 -2996.508 -2794.450 -2623.949 -2157.102 -1397.768 -836.715 -211.428 -208.231 -198.157 -182.628 -175.774 -174.114 -171.150 -167.814 -161.642 -154.446 -143.999 -131.416 -114.311 -92.312 -69.819 -56.441 -42.814 -37.721
-2993.363 -2993.363 -2966.050 -2777.033 -2434.449 -2266.747 -1374.256 -722.344 -307.926 -201.109 -183.776 -189.887 -178.972 -173.863 -170.268 -164.243 -157.267 -151.378 -144.214 -130.114 -114.840 -91.897 -69.005 -54.259 -39.102 -31.051
-2979.646 -2979.646 -2877.784 -2728.779 -2542.763 -1958.123 -1141.337 -618.187 -325.047 -245.485 -225.045 -188.334 -173.992 -166.307 -166.400 -163.329 -157.118 -149.570 -139.647 -129.164 -117.688 -86.377 -50.979 -34.290 -27.009 -27.009
-2915.756 -2880.780 -2729.984 -2503.289 -2094.293 -1592.546 -1105.344 -637.540 -375.524 -254.266 -211.659 -191.368 -180.802 -172.222 -166.411 -159.530 -152.276 -144.852 -134.796 -112.087 -87.765 -60.479 -36.885 -20.814 -21.518 -21.518
-2849.295 -2708.916 -2563.053 -2323.005 -2043.774 -1605.812 -1023.371 -669.664 -403.198 -272.948 -225.983 -195.273 -176.958 -172.616 -168.393 -158.238 -145.448 -127.921 -109.117 -90.123 -70.911 -53.398 -31.214 -21.908 -16.991 -16.991
-2837.099 -2627.841 -2502.280 -2338.824 -2039.490 -1568.926 -1136.067 -754.423 -435.550 -319.316 -237.076 -194.576 -179.723 -172.098 -165.729 -156.098 -139.904 -120.630 -96.663 -72.548 -52.769 -37.525 -24.704 -18.908 -14.717 -14.717
-2892.465 -2507.552 -2418.029 -2268.479 -2001.247 -1559.976 -1116.042 -768.433 -490.851 -328.341 -243.471 -200.042 -181.416 -172.052 -163.299 -151.029 -134.258 -112.968 -89.481 -67.534 -49.856 -35.900 -25.932 -18.459 -15.508 -15.508
-2920.989 -2348.096 -2218.991 -2130.150 -1938.634 -1573.718 -1138.960 -774.319 -521.247 -355.292 -255.363 -204.110 -182.338 -171.662 -162.054 -149.576 -133.000 -112.564 -90.888 -70.969 -54.848 -42.083 -31.600 -23.879 -19.366 -19.366
-2902.085 -2203.407 -2043.534 -2020.336 -1912.224 -1615.972 -1197.937 -824.885 -557.670 -378.610 -267.511 -208.368 -182.615 -170.872 -161.434 -149.965 -134.812 -116.938 -98.837 -82.360 -67.195 -52.953 -40.144 -30.135 -24.364 -24.364
-2898.542 -2174.242 -2013.968 -2014.969 -1938.488 -1662.524 -1249.604 -864.654 -583.430 -395.463 -276.165 -211.087 -182.165 -169.714 -160.596 -150.184 -137.378 -122.851 -108.332 -93.703 -77.596 -60.592 -45.130 -33.256 -26.831 -26.831
-2912.241 -2287.168 -2138.597 -2114.409 -1996.862 -1686.654 -1258.353 -869.309 -586.738 -397.468 -277.430 -210.928 -181.049 -168.069 -158.670 -148.396 -136.640 -124.115 -111.236 -96.448 -78.479 -59.497 -43.050 -31.192 -24.835 -24.835
-2933.502 -2459.865 -2326.829 -2251.478 -2054.330 -1678.023 -1226.922 -843.873 -571.361 -388.333 -272.374 -208.460 -179.595 -166.289 -155.501 -143.214 -130.359 -118.125 -105.032 -88.806 -69.816 -51.305 -36.355 -25.942 -20.395 -20.395
-2953.207 -2619.922 -2498.175 -2372.344 -2100.513 -1664.957 -1195.259 -819.678 -557.415 -380.693 -268.479 -206.601 -178.289 -164.140 -150.876 -134.938 -119.480 -106.371 -92.234 -74.998 -57.020 -41.237 -29.049 -20.630 -16.136 -16.136
-2967.531 -2735.334 -2619.571 -2457.721 -2141.743 -1677.276 -1199.197 -824.420 -563.471 -386.529 -272.637 -208.265 -177.519 -160.782 -144.184 -125.097 -107.652 -92.923 -77.226 -60.048 -44.484 -32.074 -22.711 -16.183 -12.678 -12.678
-2975.255 -2799.004 -2680.376 -2498.154 -2170.625 -1709.306 -1234.365 -855.286 -588.339 -406.118 -285.829 -214.108 -176.782 -154.481 -133.697 -113.555 -96.859 -81.484 -64.620 -48.164 -34.929 -25.113 -17.880 -12.803 -10.046 -10.046
-2976.161 -2801.186 -2678.701 -2484.740 -2159.498 -1713.943 -1250.728 -873.890 -607.737 -426.319 -302.072 -221.294 -173.685 -142.974 -118.148 -99.742 -87.486 -74.764 -58.630 -42.908 -30.729 -21.958 -15.631 -11.206 -8.784 -8.784
-2925.785 -2746.871 -2623.323 -2419.331 -2090.805 -1652.975 -1204.877 -845.242 -596.764 -429.864 -310.007 -223.031 -165.080 -126.316 -99.534 -85.239 -79.776 -72.737 -59.612 -44.830 -32.558 -23.351 -16.604 -11.903 -9.357 -9.357
-2790.683 -2659.328 -2534.532 -2321.111 -1984.857 -1548.896 -1117.434 -782.811 -558.589 -410.482 -300.046 -212.912 -150.228 -107.944 -81.660 -71.079 -70.939 -69.615 -61.095 -48.810 -37.087 -27.271 -19.594 -14.160 -11.244 -11.244
-2692.429 -2570.582 -2445.516 -2223.663 -1882.333 -1451.790 -1037.541 -723.697 -515.192 -377.399 -274.741 -192.769 -132.382 -91.529 -66.863 -57.426 -58.512 -60.054 -55.830 -47.498 -38.200 -29.288 -21.630 -15.946 -12.844 -12.844
-2648.344 -2526.537 -2391.689 -2157.812 -1806.793 -1379.658 -979.904 -680.450 -479.460 -344.993 -247.344 -171.928 -116.505 -78.748 -55.509 -45.317 -44.667 -46.044 -44.048 -39.060 -32.937 -26.457 -20.336 -15.436 -12.634 -12.634
-2694.907 -2540.122 -2381.327 -2124.685 -1747.732 -1314.438 -927.268 -642.059 -449.754 -320.685 -228.325 -157.981 -106.039 -70.347 -47.760 -36.217 -33.043 -32.914 -31.424 -28.230 -24.430 -20.370 -16.291 -12.757 -10.614 -10.614
-2903.059 -2571.362 -2385.350 -2090.966 -1674.635 -1232.363 -862.655 -597.676 -420.893 -304.018 -219.760 -153.170 -102.423 -67.134 -44.326 -31.255 -25.543 -23.531 -21.788 -19.431 -16.924 -14.393 -11.842 -9.548 -8.106 -8.106
-2950.892 -2577.561 -2358.275 -2015.956 -1566.292 -1129.228 -787.577 -549.253 -393.387 -293.515 -219.970 -156.946 -105.844 -69.457 -45.487 -30.630 -22.406 -18.230 -15.653 -13.538 -11.708 -10.036 -8.453 -7.091 -6.257 -6.257
-2904.007 -2537.568 -2283.505 -1894.999 -1435.634 -1027.554 -722.486 -510.478 -373.572 -289.298 -226.500 -167.501 -115.583 -76.945 -50.821 -33.823 -23.217 -16.838 -12.949 -10.459 -8.771 -7.500 -6.487 -5.748 -5.352 -5.352
-2888.732 -2488.829 -2205.211 -1784.834 -1334.575 -963.824 -689.647 -492.945 -365.177 -289.778 -235.501 -181.855 -130.424 -89.179 -59.979 -40.359 -27.458 -19.098 -13.765 -10.438 -8.371 -7.020 -6.087 -5.470 -5.160 -5.160
-2866.816 -2475.804 -2181.652 -1749.339 -1305.758 -950.701 -685.657 -490.340 -362.842 -290.223 -242.105 -195.723 -147.988 -105.545 -73.039 -50.327 -34.990 -24.694 -17.836 -13.385 -10.541 -8.634 -7.196 -6.081 -5.431 -5.431
-2774.715 -2499.571 -2214.820 -1788.169 -1339.069 -967.682 -689.556 -488.904 -359.816 -287.746 -243.768 -205.040 -164.267 -124.146 -90.030 -64.527 -46.528 -33.842 -24.960 -18.942 -14.889 -11.924 -9.448 -7.388 -6.141 -6.141
-2947.963 -2544.367 -2261.965 -1858.708 -1403.265 -1000.901 -699.152 -489.988 -357.783 -284.155 -241.668 -208.653 -175.815 -141.694 -109.632 -83.265 -62.834 -47.084 -35.384 -27.119 -21.195 -16.527 -12.539 -9.326 -7.450 -7.450
-2948.127 -2578.656 -2297.164 -1928.125 -1474.121 -1045.286 -720.393 -499.580 -360.317 -282.103 -238.746 -208.823 -181.955 -154.399 -127.127 -102.909 -82.010 -63.861 -49.215 -38.185 -29.607 -22.476 -16.519 -12.013 -9.515 -9.515
-2948.503 -2581.710 -2330.409 -1989.532 -1537.302 -1090.591 -748.144 -515.620 -367.724 -283.806 -238.517 -209.205 -184.493 -160.393 -137.075 -116.816 -98.750 -80.881 -64.544 -51.092 -39.682 -29.663 -21.389 -15.402 -12.190 -12.190
-2952.791 -2608.336 -2385.407 -2057.114 -1603.345 -1144.469 -786.943 -541.460 -383.031 -291.636 -242.726 -211.705 -186.090 -162.454 -140.932 -123.844 -109.319 -93.259 -76.782 -62.261 -49.007 -36.561 -26.097 -18.619 -14.636 -14.636
-2960.762 -2658.451 -2458.339 -2128.533 -1677.820 -1215.627 -843.369 -580.653 -407.208 -304.124 -248.612 -214.748 -188.038 -164.749 -144.379 -128.215 -114.270 -98.794 -82.876 -68.417 -54.307 -40.387 -28.572 -20.166 -15.675 -15.675
-2968.421 -2743.498 -2509.001 -2159.245 -1715.491 -1268.358 -895.025 -619.486 -431.465 -315.538 -252.037 -215.767 -189.596 -167.672 -148.076 -130.534 -114.222 -98.199 -83.336 -69.351 -54.632 -40.025 -27.978 -19.558 -15.066 -15.066
-2972.090 -2773.294 -2504.419 -2110.500 -1665.200 -1254.947 -912.701 -644.207 -449.838 -324.172 -253.138 -214.820 -190.161 -169.760 -149.592 -128.468 -108.133 -91.270 -78.124 -65.569 -51.275 -37.026 -25.637 -17.840 -13.693 -13.693
-2971.294 -2766.835 -2457.154 -2011.392 -1554.904 -1189.631 -903.780 -662.991 -470.060 -335.843 -256.176 -214.308 -190.276 -170.383 -147.901 -121.685 -96.664 -78.582 -67.281 -57.427 -45.372 -32.825 -22.764 -15.892 -12.227 -12.227
-2967.879 -2739.092 -2408.987 -1943.025 -1485.482 -1151.537 -908.054 -690.565 -497.865 -353.581 -263.473 -215.897 -190.555 -169.480 -143.482 -112.607 -84.159 -64.872 -54.443 -46.969 -37.781 -27.713 -19.444 -13.744 -10.685 -10.685
-2962.967 -2699.193 -2379.491 -1945.391 -1518.176 -1198.437 -952.814 -726.327 -524.269 -371.072 -272.857 -219.698 -191.727 -168.755 -139.965 -106.474 -76.447 -55.898 -44.468 -37.323 -29.992 -22.230 -15.831 -11.442 -9.122 -9.122
-2956.061 -2635.008 -2343.594 -1965.614 -1589.418 -1279.815 -1007.073 -751.969 -539.100 -385.070 -285.213 -227.287 -194.948 -170.326 -141.224 -107.339 -76.400 -53.991 -39.987 -31.070 -23.891 -17.505 -12.563 -9.360 -7.799 -7.799
-2947.335 -2548.737 -2279.880 -1939.676 -1595.249 -1290.713 -1006.013 -746.330 -544.256 -404.548 -308.348 -242.425 -200.946 -173.344 -145.561 -112.880 -81.280 -56.730 -39.865 -28.483 -20.352 -14.349 -10.224 -7.854 -6.891 -6.891
